round,fantateam,module,portiere,difensori,centrocampisti,attaccanti,panchina,capitano,vice_capitano,base_total,mod_difesa,mod_capitano,predicted_total
32,ROCKY 3,4-3-3,Milinkovic-Savic V.,Palestra;Wesley;Martin;Tomori,Rabiot;Paz N.;Ederson D.S.,Martinez L.;Douvikas;Berardi,Meret;Solomon;Frendrup;Norton-Cuffy;Ilkhan;Pavoletti;Rovella,Martinez L.,Berardi,81.18,1.0,0.0,82.18
32,Real Mellandro,3-4-3,Maignan,Norton-Cuffy;Marcandalli;Barbieri,Pulisic;Paz N.;Zaniolo;Zaccagni,Malen;Martinez L.;Berardi,Terracciano;Yildiz;Ilkhan;Maldini;Tiago Gabriel;Smolcic I.;Canestrelli,Malen,Zaniolo,82.72,0.0,0.0,82.72
32,Riccardigno,3-4-3,Maignan,Kempf;Gosens;Valeri,Pulisic;Paz N.;Isaksen;Zaniolo,Kilicsoy;Douvikas;Bonazzoli,Terracciano;Zaragoza;Brescianini;David;Politano;Aboukhlal;Tiago Gabriel,Pulisic,Gosens,79.59,0.0,0.0,79.59
32,SAGATU,3-4-3,Martinez Jo.,Gosens;Cambiaso;Terracciano F.,Pulisic;Baturina;McKennie;Atta,Martinez L.;Kean;Giovane,Sommer;Pinamonti;David;Prati;Zerbin;Doig;Bianchetti,Martinez L.,McKennie,77.45,0.0,0.0,77.45
32,SILVEDO,3-5-2,Maignan,Palestra;Idrissi R.;Vasquez,Paz N.;Orsolini;Pisilli;Zaniolo;Folorunsho,Martinez L.;Berardi,Terracciano;David;Dodò;Zapata D.;Terracciano F.;Djimsiti;Ndour,Palestra,Zaniolo,78.16,0.0,0.0,78.16
32,SMOG,3-4-3,Milinkovic-Savic V.,Kempf;Martin;Delprato,Paz N.;Odgaard;McKennie;Gudmundsson A.,Martinez L.;Kilicsoy;Esposito Se.,Meret;Kean;Zaniolo;David;Terracciano F.;Joao Mario;Canestrelli,Martinez L.,Milinkovic-Savic V.,78.57,0.0,0.0,78.57
32,SPARROW,3-4-3,Maignan,Dimarco;Palestra;Wesley,Paz N.;McTominay;McKennie;Gudmundsson A.,Malen;Martinez L.;Esposito F.P.,Terracciano;Martin;Iannoni;David;Dodò;Valeri;Ilkhan,Martinez L.,Dimarco,86.43,0.0,0.0,86.43
32,SPERA EBBASTA,3-4-3,Martinez Jo.,Wesley;Obert;Dodò,Pulisic;Rabiot;Paz N.;Konè I.,Martinez L.;Hojlund;Kean,Sommer;Valeri;Ilkhan;Bellanova;Nicolussi Caviglia;Tiago Gabriel;Zerbin,Kean,Hojlund,80.98,0.0,0.0,80.98
32,SPOSTATI,3-4-3,De Gea,Palestra;Martin;Mina,Pulisic;Paz N.;Mazzitelli;Isaksen,Leao;Martinez L.;Hojlund,Lezzerini;Vergara;Valle;Kuhn;Ferguson;Bellanova;Estupinan,Martinez L.,Palestra,81.72,0.0,0.0,81.72
32,Sarzanello Team,3-4-3,Maignan,Wesley;Scalvini;Martin,Paz N.;Pasalic;Casadei;Atta,Martinez L.;Yildiz;Esposito Se.,Terracciano;Esposito F.P.;Miranda J.;Sucic P.;Adopo;Ekkelenkamp;Zapata D.,Martinez L.,Yildiz,78.56,0.0,0.0,78.56
32,Scarzooka,3-4-3,Di Gregorio,Akanji;Vojvoda;Norton-Cuffy,Pulisic;Calhanoglu;Zalewski;Isaksen,Malen;Martinez L.;Douvikas,Perin;Kean;Njie;Da Cunha;Adopo;Lazaro;Dodò,Martinez L.,Malen,83.72,0.0,0.0,83.72
32,Sciabolata Classica,3-4-3,Svilar,Martin;Bellanova;Angori,Paz N.;McTominay;Vlasic;Zielinski,Berardi;Hojlund;Kean,Perin;Vergara;David;Zapata D.;Zè Pedro;Sala A.;Tavares N.,Zielinski,Zielinski,78.02,0.0,0.0,78.02
32,SerSi-FC,3-4-3,Martinez Jo.,Palestra;Ostigard;Martin,Pulisic;Rabiot;Paz N.;McTominay,Scamacca;Douvikas;Hojlund,Sommer;Malinovskyi;Atta;Tomori;Valle;Adopo;Cambiaso,McTominay,Palestra,83.31,0.0,0.0,83.31
32,Sisal Palace,3-4-3,Svilar,Akanji;Tomori;Cambiaso,Pulisic;McKennie;Barella;Iannoni,Scamacca;Douvikas;Hojlund,Vasquez D. *;Thuram;Dallinga;Thuram K.;Adopo;Estupinan;Olivera,Scamacca,Hojlund,78.28,0.0,0.0,78.28
32,Tana delle Tigri,3-4-3,Carnesecchi,Dimarco;Martin;Solet,Pulisic;Paz N.;McTominay;Atta,Leao;Martinez L.;Berardi,Perin;David;Ilkhan;Bellanova;Maldini;Barbieri;Angori,Martinez L.,Solet,84.11,0.0,0.0,84.11
32,Temptation Haaland,3-5-2,Maignan,Dimarco;Lazaro;Valeri,Pulisic;Baturina;Paz N.;McTominay;Vergara,Malen;Martinez L.,Terracciano;David;Bellanova;Barbieri;Ndour;Pavoletti;Zerbin,Malen,Martinez L.,87.15,0.0,0.0,87.15
32,TomMat-iga,3-4-3,Maignan,Ramon;Martin;Gosens,Pulisic;Paz N.;McTominay;Orsolini,Malen;Martinez L.;Scamacca,Terracciano;Thuram;El Shaarawy;Vergara;Folorunsho;Bellanova;Maldini,Scamacca,McTominay,86.72,0.0,0.0,86.72
32,XLiverpuh,3-4-3,Svilar,Palestra;Kempf;Gutierrez,Pulisic;Paz N.;Zielinski;Zaniolo,Martinez L.;Kilicsoy;Hojlund,Zelezny;Yildiz;Atta;Valle;Prati;Terracciano F.;Lykogiannis,Hojlund,Pulisic,82.63,0.0,0.0,82.63
32,buttiglia25,4-3-3,Svilar,Martin;Idrissi R.;Dumfries;Bellanova,Pulisic;McTominay;Zaccagni,Hojlund;Thuram;Yildiz,Vasquez D. *;Tameze;Harroui;Juan Jesus;Pavoletti;Tiago Gabriel;Zerbin,Hojlund,Yildiz,78.04,0.0,0.0,78.04
32,coach 71,3-4-3,Maignan,N'Dicka;Miranda J.;Dumfries,Paz N.;Zielinski;Malinovskyi;Zaniolo,Malen;Nkunku;Hojlund,Milinkovic-Savic V.;Kean;Giovane;Zaragoza;Norton-Cuffy;Adopo;Ilkhan,Malen,Zielinski,82.94,0.0,0.0,82.94
32,i bro,3-4-3,Svilar,Mina;Bernasconi;Lazaro,Pulisic;McTominay;McKennie;Folorunsho,Douvikas;Hojlund;Thuram,Vasquez D. *;Esposito Se.;Miretti;Mkhitaryan;Dodò;Tiago Gabriel;Zerbin,Thuram,Hojlund,79.07,0.0,0.0,79.07
32,i fratelli merda,3-4-3,Carnesecchi,De Winter;Idrissi R.;Zappa,Paz N.;Loftus-Cheek;Bernabè;Da Cunha,Martinez L.;Yildiz;Esposito Se.,Terracciano;Solomon;Colombo;Barella;Belghali;Thuram K.;Dumfries,Martinez L.,Yildiz,78.48,0.0,0.0,78.48
32,kalashnikov,3-4-3,Pessina Mas.,Pavlovic;Rrahmani;Mina,Pulisic;McTominay;Gudmundsson A.;Messias,Scamacca;Douvikas;Solomon,Skorupski;Kean;Zaniolo;Adzic;Dumfries;Cambiaso;Juan Jesus,Scamacca,Pulisic,80.32,0.0,0.0,80.32
32,lagg,3-5-2,Maignan,Wesley;Martin;Miranda J.,Paz N.;Malinovskyi;McKennie;Da Cunha;Zaccagni,Scamacca;Kean,Terracciano;David;Heggem;Zapata D.;Nicolussi Caviglia;Maldini;Nkounkou,Maignan,Wesley,77.5,0.0,0.0,77.5
32,mezzebirre,4-3-3,Maignan,Wesley;Holm;Kempf;Hermoso,Pulisic;Odgaard;Neres,Leao;Davis K.;Addai,Caprile;Beukema;Zaccagni;Barbieri;Ndour;Sanabria;Diouf,Leao,Pulisic,81.22,1.0,0.0,82.22
32,pacho team,3-4-3,Milinkovic-Savic V.,Ramon;Martin;Mina,Baturina;Paz N.;McKennie;Atta,Martinez L.;Hojlund;Yildiz,Caprile;Pellegrino M.;Baschirotto;Valeri;Strefezza;Marcandalli;Venturino,Paz N.,Baturina,78.98,0.0,0.0,78.98
32,puerto rosso blu,3-4-3,Pessina Mas.,Palestra;Wesley;Vojvoda,Saelemaekers;McTominay;Malinovskyi;Gudmundsson A.,Scamacca;Douvikas;Thuram,Skorupski;Esposito Se.;Vergara;Folorunsho;Gutierrez;Nicolussi Caviglia;Walukiewicz,Thuram,Gudmundsson A.,80.24,0.0,0.0,80.24
32,real donk,4-3-3,Svilar,Wesley;Ostigard;Vojvoda;Lucumì,Pulisic;Pasalic;Zaniolo,Nkunku;Kilicsoy;Krstovic,Torriani;Pellegrino M.;Esposito F.P.;Thuram K.;Prati;Gatti;Bertola,Pulisic,Zaniolo,80.49,0.0,0.0,80.49
32,scarsenal,3-4-3,Caprile,Pavlovic;N'Dicka;Ramon,Saelemaekers;McTominay;Orsolini;McKennie,Malen;Martinez L.;Scamacca,Sherri;Pinamonti;Atta;Rodriguez Je.;Lobotka;Norton-Cuffy;Dodò,Martinez L.,McTominay,83.77,0.0,0.0,83.77
33,A.C.TUA CUCS,3-4-3,Sommer,Kempf;Martin;Barbieri,Pulisic;Calhanoglu;McKennie;Paz N.,Martinez L.;Yildiz;Leao,Perin;Zaniolo;Tiago Gabriel;Collocolo;Valeri;Marcandalli;Ilkhan,Martinez L.,Pulisic,85.0,0.0,0.0,85.0
33,AC DENTI,3-4-3,Martinez Jo.,Cambiaso;Terracciano F.;Gosens,Pulisic;McTominay;McKennie;Paz N.,Martinez L.;Yildiz;Hojlund,Sommer;Orsolini;Politano;Meister;Karlstrom;Aebischer;Tiago Gabriel,Martinez L.,McTominay,84.27,0.0,0.0,84.27
33,Antibro,3-4-3,Svilar,Dimarco;Martin;Cambiaso,Pulisic;Paz N.;Malinovskyi;Vlasic,Martinez L.;Berardi;Meister,Nava;Pedro;Esposito Se.;Vasquez;Aebischer;Sala A.;Dodò,Martinez L.,Paz N.,82.64,0.0,0.0,82.64
33,BANDITI,3-4-3,De Gea,Martin;Norton-Cuffy;Valeri,Pulisic;Calhanoglu;Rabiot;Paz N.,Martinez L.;Soulè;Douvikas,Lezzerini;Bondo;Aebischer;Muharemovic;Joao Mario;Canestrelli;Hojholt,Martinez L.,Soulè,81.78,0.0,0.0,81.78
33,BARAKALLAHOUFIK,4-3-3,Milinkovic-Savic V.,Palestra;Cambiaso;Gosens;Norton-Cuffy,Pulisic;Paz N.;Orsolini,Malen;Douvikas;Scamacca,Provedel;Kean;Bellanova;Strefezza;Doig;Rowe;Nicolussi Caviglia,Malen,Pulisic,80.41,0.0,0.0,80.41
33,BOBONE32,3-4-3,De Gea,Pavlovic;Ramon;Tiago Gabriel,Zielinski;McTominay;Paz N.;Saelemaekers,Martinez L.;Leao;Berardi,Lezzerini;Douvikas;Aebischer;Norton-Cuffy;Gallo;Canestrelli;Lovric,Martinez L.,McTominay,82.23,0.0,0.0,82.23
33,BinuSpuntu,3-4-3,Martinez Jo.,Terracciano F.;Belghali;Valeri,McTominay;McKennie;Paz N.;Atta,Martinez L.;Hojlund;David,Sommer;Saelemaekers;Solomon;Da Cunha;Akinsanmiro;Canestrelli;Van Der Brempt,McKennie,Atta,81.15,0.0,0.0,81.15
33,Boiali,3-4-3,Maignan,Ramon;Ghilardi;Vasquez,McTominay;Paz N.;Zaniolo;Orsolini,Malen;Martinez L.;Douvikas,Terracciano;Kean;Tramoni M.;Zerbin;Okereke;Tiago Gabriel;Zaccagni,Martinez L.,Paz N.,84.07,0.0,0.0,84.07
33,CISCO TEAM,3-4-3,Milinkovic-Savic V.,Bremer;Cambiaso;Tiago Gabriel,Pulisic;Paz N.;Pellegrini Lo.;Mazzitelli,Martinez L.;Berardi;Ferguson E.,Terracciano;Aebischer;Norton-Cuffy;Cancellieri;Valeri;Doig;Canestrelli,Martinez L.,Bremer,81.62,0.0,0.0,81.62
33,CLAN,3-4-3,Di Gregorio,Wesley;Gutierrez;Comuzzo,McTominay;Baturina;Modric;Malinovskyi,Malen;Thuram;Hojlund,Perin;Solomon;Zalewski;Baldanzi;Lazaro;Canestrelli;Bernardeschi,Hojlund,Malen,83.39,0.0,0.0,83.39
33,Collocolo Team,3-4-3,Martinez Jo.,Rrahmani;Belghali;N'Dicka,Pulisic;McTominay;Baturina;Gudmundsson A.,Martinez L.;Leao;Pellegrino M.,Sommer;Kean;Basic;Norton-Cuffy;Pierotti;Valeri;Joao Mario,Martinez L.,McTominay,81.69,0.0,0.0,81.69
33,Concali Craboni FC,3-5-2,Provedel,Dimarco;Akanji;Baschirotto,Pulisic;Zambo Anguissa;Paz N.;Berisha M.;Barella,Bonazzoli;Douvikas,Motta;Moreo;David;Palestra;Valle;Tourè I.;Esposito Se.,Paz N.,Dimarco,83.54,0.0,0.0,83.54
33,CuginiDiCampagna,3-4-3,Carnesecchi,Wesley;Ramon;Tiago Gabriel,Pulisic;Zaniolo;Orsolini;Collocolo,Martinez L.;David;Pinamonti,Sportiello;Kean;Strefezza;Muharemovic;Joao Mario;Nicolussi Caviglia;Pongracic,Martinez L.,Orsolini,79.07,0.0,0.0,79.07
33,DEEDPULLY,3-4-3,Svilar,Dimarco;De Winter;Muharemovic,Pulisic;Zaniolo;Loftus-Cheek;Orsolini,Berardi;David;Raspadori,Vasquez D. *;Kilicsoy;Zalewski;Iannoni;Esposito Se.;Joao Mario;Mina,Orsolini,Zaniolo,80.65,0.0,0.0,80.65
33,DonBosko46,3-4-3,Martinez Jo.,Mancini;Vojvoda;Cambiaso,Pulisic;McTominay;Berisha M.;Saelemaekers,Martinez L.;Hojlund;Vlahovic,Sommer;Vergara;Orsolini;Iannoni;De Ketelaere;Tiago Gabriel;Bellanova,Martinez L.,Hojlund,82.47,0.0,0.0,82.47
33,Due Amici al Var,3-4-3,Di Gregorio,Wesley;Tomori;Tiago Gabriel,McTominay;Paz N.;Zaniolo;Orsolini,Malen;Martinez L.;David,Perin;Kean;Diouf;Dodò;Lazaro;Joao Mario;Gineitis,Malen,Martinez L.,83.42,0.0,0.0,83.42
33,EquipoA,4-3-3,Milinkovic-Savic V.,Rrahmani;Dumfries;Ramon;Palestra,Pulisic;Paz N.;Orsolini,Malen;Martinez L.;Yildiz,Martinez Jo.;Berardi;Zerbin;Zappacosta;Rodriguez Je.;Zaccagni;Zemura,Pulisic,Orsolini,85.76,1.0,0.0,86.76
33,Evergreen,4-5-1,De Gea,Dimarco;Ostigard;Palestra;Hermoso,Zielinski;Sucic P.;Politano;Gudmundsson A.;Zalewski,David,Lezzerini;Buongiorno;Iannoni;Kossounou;Ekhator;Harroui;Pezzella Giu.,David,Dimarco,76.5,1.0,0.0,77.5
33,F.C Pennic Hellas,3-4-3,Milinkovic-Savic V.,Dimarco;Valle;Tiago Gabriel,Zaniolo;Atta;Vlasic;Basic,Martinez L.;Esposito F.P.;Hojlund,Caprile;David;Giovane;Norton-Cuffy;Ederson D.S.;Dodò;Zaccagni,Martinez L.,Dimarco,82.29,0.0,0.0,82.29
33,FC Buttarighe,3-4-3,Terracciano,Kalulu;Norton-Cuffy;Dodò,Pulisic;Zielinski;McTominay;Paz N.,Malen;Martinez L.;Esposito F.P.,De Gea;Modric;Boga;Zalewski;El Shaarawy;Rodriguez Je.;Delprato,Martinez L.,Malen,87.65,0.0,0.0,87.65
33,FC Galli,3-4-3,Svilar,Kalulu;Akanji;Kristensen T.,Pulisic;Zielinski;Malinovskyi;Pasalic,Martinez L.;Hojlund;Leao,Scuffet;Pedro;Basic;Bellanova;Juan Jesus;Doig;Folorunsho,Martinez L.,Zielinski,83.34,0.0,0.0,83.34
33,FC Plasmon,3-4-3,Provedel,Dimarco;Martin;Cambiaso,Pulisic;Paz N.;Malinovskyi;Zerbin,Malen;Martinez L.;David,Perin;Kean;Tiago Gabriel;Dodò;Angelino;Miranda J.;Venturino,Martinez L.,Malen,85.52,0.0,0.0,85.52
33,FC Spiaze,3-5-2,Di Gregorio,Dimarco;Palestra;Beukema,Pulisic;Paz N.;Vergara;Ricci S.;Leris,Martinez L.;Hojlund,Perin;Iannoni;De Ketelaere;Rodriguez Je.;Diouf;Tiago Gabriel;Norton-Cuffy,Martinez L.,Dimarco,83.06,0.0,0.0,83.06
33,Fc Cortomuso,3-4-3,Milinkovic-Savic V.,Pavlovic;Palestra;Martin,Pulisic;McTominay;Paz N.;Malinovskyi,Malen;Martinez L.;Leao,Meret;Orsolini;Kean;Tiago Gabriel;Dodò;Bellanova;Venturino,Martinez L.,Malen,86.97,0.0,0.0,86.97
33,Fc nipiri,4-3-3,Milinkovic-Savic V.,Solet;Akanji;Di Lorenzo;Scalvini,Paz N.;Thuram K.;Orsolini,Bonny;Berardi;David,Meret;Karlstrom;Gosens;Doig;Zarraga;Gineitis;Musah,Paz N.,Orsolini,79.69,1.0,0.0,80.69
33,Giubbentus,3-4-3,Maignan,Tiago Gabriel;Norton-Cuffy;Veiga D.,Pulisic;McKennie;Zaniolo;Aebischer,Martinez L.;Vlahovic;David,Milinkovic-Savic V.;Scamacca;Stulic;Zaccagni;Canestrelli;Smolcic I.;Folorunsho,Martinez L.,Pulisic,79.41,0.0,0.0,79.41
33,HeineKean,3-4-3,Svilar,Ramon;Cambiaso;Tiago Gabriel,McTominay;Loftus-Cheek;Conceicao;Vergara,Thuram;Hojlund;David,Vasquez D. *;Gudmundsson A.;Cheddira;Angori;Fagioli;Bellanova;Floriani Mussolini,Thuram,David,79.45,0.0,0.0,79.45
33,Hellas merdona,3-4-3,De Gea,Dumfries;Mancini;Terracciano F.,Pulisic;Paz N.;Malinovskyi;Bondo,Malen;Martinez L.;Leao,Lezzerini;Kilicsoy;Elmas;Tiago Gabriel;Norton-Cuffy;Lazaro;Marusic,Martinez L.,Paz N.,83.11,0.0,0.0,83.11
33,I COMPARI,3-4-3,Caprile,Solet;Martin;Terracciano F.,Pulisic;McTominay;Baturina;Paz N.,Malen;Martinez L.;Leao,Scuffet;Soulè;Adzic;Vergara;Zaragoza;Tiago Gabriel;Dodò,Martinez L.,McTominay,86.14,0.0,0.0,86.14
33,I Cigni,3-4-3,Martinez Jo.,Hermoso;Valle;Norton-Cuffy,Baturina;Vergara;Politano;Isaksen,Malen;Martinez L.;Berardi,Sommer;Tramoni M.;Dodò;Valeri;Doig;Rowe;Folorunsho,Martinez L.,Malen,81.49,0.0,0.0,81.49
33,ISGOPPAISI2,3-4-3,Milinkovic-Savic V.,Kalulu;Rrahmani;Vojvoda,Calhanoglu;McTominay;Paz N.;Gudmundsson A.,Bonny;Soulè;David,Svilar;Scamacca;Kean;Tiago Gabriel;Dodò;Joao Mario;Lucumì,Calhanoglu,Soulè,81.69,0.0,0.0,81.69
33,Imperatori del culo,3-4-3,Maignan,Bastoni;Ostigard;Cambiaso,Pulisic;Vergara;Orsolini;Gudmundsson A.,Malen;Martinez L.;David,Terracciano;Kean;Tramoni M.;Tiago Gabriel;Bellanova;Adopo;Akpa Akpro,Martinez L.,Orsolini,84.22,0.0,0.0,84.22
33,Ipa Bali,3-4-3,Maignan,Ostigard;Ramon;Martin,Pulisic;McTominay;Paz N.;Vergara,Malen;Martinez L.;Berardi,Terracciano;Malinovskyi;Frattesi;Meister;Zaragoza;Gallo;Bianchetti,Martinez L.,Berardi,86.63,0.0,0.0,86.63
33,KARABE 1975,3-4-3,Pessina Mas.,Pavlovic;Zappacosta;Tiago Gabriel,Zielinski;Baturina;Gudmundsson A.;Thorstvedt,Hojlund;Scamacca;Kean,Skorupski;Colombo;Karlstrom;Esposito Se.;Ederson D.S.;Valeri;Idrissi R.,Hojlund,Scamacca,76.16,0.0,0.0,76.16
33,Kung-Fu Pandev,3-4-3,Martinez Jo.,Wesley;Tiago Gabriel;Norton-Cuffy,McKennie;Paz N.;Conceicao;Vlasic,Hojlund;Soulè;David,Sommer;Kean;Politano;Zaragoza;Bowie;Doig;Veiga D.,Hojlund,Soulè,78.03,0.0,0.0,78.03
33,LE 4 M,3-5-2,Di Gregorio,Solet;Dumfries;Palestra,Pulisic;Zielinski;McKennie;Paz N.;Zaniolo,Martinez L.;Hojlund,Perin;Kean;Martin;Okereke;Delprato;Joao Mario;Ndour,McKennie,Martinez L.,84.49,0.0,0.0,84.49
33,LEONE,5-3-2,Milinkovic-Savic V.,Bremer;Bisseck;Pavlovic;Wesley;Kempf,Paz N.;Atta;Saelemaekers,Davis K.;Berardi,Meret;Kilicsoy;Simeone;Tramoni M.;Cambiaso;Aebischer;Ederson D.S.,Bremer,Pavlovic,81.26,1.0,0.0,82.26
33,Leonte FC,3-4-3,Di Gregorio,Bremer;Bastoni;Pavlovic,Pulisic;McTominay;Vergara;Basic,Martinez L.;Leao;Soulè,Perin;Stulic;Cancellieri;Dodò;Djimsiti;Canestrelli;Hojholt,Martinez L.,Bastoni,83.78,0.0,0.0,83.78
33,Lions,3-4-3,Di Gregorio,Cambiaso;Kristensen T.;Gosens,Pulisic;McTominay;Paz N.;Loftus-Cheek,Thuram;Douvikas;Okereke,Perin;Pasalic;Tiago Gabriel;Cancellieri;Bellanova;Van Der Brempt;Provstgaard,McTominay,Gosens,79.32,0.0,0.0,79.32
33,Longobarda,3-4-3,Maignan,Akanji;Cambiaso;Vasquez,McTominay;Paz N.;Konè M.;Vergara,Berardi;Soulè;Dybala,Terracciano;Solomon;Kean;Bondo;Dodò;Baldanzi;Zemura,Cambiaso,McTominay,78.75,0.0,0.0,78.75
33,LosPollosHermanos,3-4-3,Maignan,Dimarco;Dumfries;Delprato,Zielinski;McTominay;McKennie;Atta,Malen;Raspadori;Boga,Terracciano;Ekkelenkamp;Orsolini;Pinamonti;El Shaarawy;Meister;Bellanova,McTominay,Dimarco,85.79,0.0,0.0,85.79
33,Lunarossa,3-4-3,Martinez Jo.,Wesley;Bartesaghi;Tiago Gabriel,Pulisic;McTominay;Baturina;Paz N.,Martinez L.;Yildiz;Hojlund,Sommer;Zerbin;Elmas;Strefezza;Lazaro;Mina;Ilkhan,Martinez L.,Hojlund,85.3,0.0,0.0,85.3
33,MARCIO TEAM,3-4-3,Di Gregorio,Palestra;Hermoso;Gosens,Pulisic;McTominay;Paz N.;Orsolini,Malen;Martinez L.;Berardi,Perin;Solomon;El Shaarawy;Norton-Cuffy;Muharemovic;Ndour;Ilkhan,Malen,Palestra,84.89,0.0,0.0,84.89
33,Malmö FF,3-4-3,Di Gregorio,Wesley;De Winter;Buongiorno,McTominay;Modric;Malinovskyi;Ekkelenkamp,Martinez L.;Bonny;Berardi,Perin;Coulibaly L.;Terracciano F.;Esposito Se.;Zaragoza;El Aynaoui;Bellanova,Modric,Martinez L.,81.67,0.0,0.0,81.67
33,Mapoitta,3-4-3,Martinez Jo.,Vojvoda;Cambiaso;Zappacosta,McTominay;McKennie;Paz N.;Zaniolo,Thuram;Leao;Boga,Sommer;Scamacca;Malinovskyi;Gosens;Tiago Gabriel;Ekhator;Valeri,Thuram,Zaniolo,80.55,0.0,0.0,80.55
33,Nastro Azzurro,3-5-2,Svilar,Gabbia;Gosens;Angori,Pulisic;McTominay;McKennie;Baturina;Paz N.,Malen;Martinez L.,Gollini;David;Vergara;Kean;Zerbin;Veiga D.;Valenti,Martinez L.,McTominay,86.06,0.0,0.0,86.06
33,Non troppo cattivi,3-5-2,Svilar,Dimarco;Martin;Norton-Cuffy,Pulisic;McTominay;Paz N.;Orsolini;Diouf,Malen;Martinez L.,Perin;Zemura;Bianchetti;Muharemovic;Niasse;Sarr A.;Ndour,Martinez L.,Malen,86.42,0.0,0.0,86.42
33,OnlyFans,3-4-3,Carnesecchi,Palestra;Martin;Terracciano F.,Pulisic;McTominay;Zaniolo;Thuram K.,Thuram;Leao;Berardi,Sportiello;Gosens;Tourè I.;Diouf;Dodò;Mina;Kouamè *,Pulisic,McTominay,82.03,0.0,0.0,82.03
33,PEAKY BLINDERS,3-4-3,Di Gregorio,Martin;Barbieri;Norton-Cuffy,Pulisic;Rabiot;Paz N.;Zaniolo,Martinez L.;Hojlund;David,Perin;Zerbin;Dodò;Valeri;Bellanova;Sorensen O.;Frese,Martinez L.,David,81.65,0.0,0.0,81.65
33,Peaky Tunas,3-4-3,Di Gregorio,Bastoni;Di Lorenzo;Terracciano F.,Pulisic;Paz N.;Barella;Konè I.,Martinez L.;Yildiz;Leao,Perin;Meister;Piotrowski;Tiago Gabriel;Angori;Lovric;Zarraga,Martinez L.,Paz N.,83.69,0.0,0.0,83.69
33,Pi-Ciaccio,3-4-3,Maignan,Bremer;Mancini;Gutierrez,McTominay;Rabiot;Paz N.;Atta,Martinez L.;Douvikas;David,Terracciano;Colombo;Martin;Esposito Se.;Bondo;Akinsanmiro;Tiago Gabriel,Martinez L.,McTominay,83.42,0.0,0.0,83.42
33,Piovra73,3-4-3,Maignan,Cambiaso;Terracciano F.;Tiago Gabriel,McTominay;Paz N.;Vergara;Orsolini,Martinez L.;Berardi;Giovane,Terracciano;Kean;Mazzitelli;Diouf;Marcandalli;Sorensen O.;Veiga D.,Martinez L.,Martinez L.,79.97,0.0,0.0,79.97
33,Plu-Team,3-4-3,Di Gregorio,Wesley;Bartesaghi;Martin,Pulisic;Paz N.;Adzic;Saelemaekers,Martinez L.;Bonny;Esposito F.P.,Perin;Orsolini;Da Cunha;Zerbin;Bernasconi;Gosens;Bellanova,Martinez L.,Pulisic,84.09,0.0,0.0,84.09
33,Pro secco,3-4-3,Maignan,Vojvoda;Terracciano F.;Tiago Gabriel,Pulisic;McTominay;Paz N.;Vlasic,Martinez L.;Hojlund;Douvikas,Terracciano;Orsolini;Zerbin;Sala A.;Hien;Ehizibue;Doig,Martinez L.,Hojlund,82.6,0.0,0.0,82.6
33,ProPro Proibito,3-4-3,Terracciano,Rrahmani;Tiago Gabriel;Valeri,McTominay;Paz N.;Zaniolo;Thuram K.,Martinez L.;Vardy;David,Martinez Jo.;Vergara;Kilicsoy;Cristante;Zalewski;Meister;Joao Mario,Martinez L.,Thuram K.,80.11,0.0,0.0,80.11
33,ROCKY 3,4-3-3,Milinkovic-Savic V.,Wesley;Palestra;Tomori;Martin,Rabiot;Paz N.;Frendrup,Martinez L.;Berardi;Douvikas,Meret;Solomon;Norton-Cuffy;Ederson D.S.;Koopmeiners;Joao Mario;Ilkhan,Martinez L.,Berardi,79.77,1.0,0.0,80.77
33,Real Mellandro,3-4-3,Maignan,Barbieri;Tiago Gabriel;Norton-Cuffy,Pulisic;Paz N.;Zaniolo;Aebischer,Malen;Martinez L.;Yildiz,Terracciano;Berardi;Meister;Zaccagni;Marcandalli;Canestrelli;Smolcic I.,Malen,Zaniolo,84.68,0.0,0.0,84.68
33,Riccardigno,3-4-3,Maignan,Kempf;Gosens;Tiago Gabriel,Pulisic;Paz N.;Zaniolo;Politano,Bonazzoli;Douvikas;David,Terracciano;Kilicsoy;Isaksen;Zaragoza;Brescianini;Valeri;Doig,David,Gosens,79.39,0.0,0.0,79.39
33,SAGATU,3-4-3,Martinez Jo.,Cambiaso;Terracciano F.;Gosens,Pulisic;McKennie;Baturina;Atta,Martinez L.;David;Giovane,Sommer;Pinamonti;Kean;Zerbin;Bianchetti;Doig;Canestrelli,Martinez L.,McKennie,81.38,0.0,0.0,81.38
33,SILVEDO,3-4-3,Maignan,Palestra;Terracciano F.;Vasquez,Paz N.;Zaniolo;Orsolini;Pisilli,Martinez L.;Berardi;David,Terracciano;Grassi;Dodò;Koopmeiners;Djimsiti;Idrissi R.;Folorunsho,David,Zaniolo,78.94,0.0,0.0,78.94
33,SMOG,3-4-3,Milinkovic-Savic V.,Kempf;Martin;Terracciano F.,McKennie;Paz N.;Zaniolo;Gudmundsson A.,Martinez L.;David;Kilicsoy,Meret;Kean;Odgaard;Tourè I.;Esposito Se.;Delprato;Ehizibue,Martinez L.,Milinkovic-Savic V.,79.7,0.0,0.0,79.7
