round,fantateam,module,portiere,difensori,centrocampisti,attaccanti,panchina,capitano,vice_capitano,base_total,mod_difesa,mod_capitano,predicted_total
31,PEAKY BLINDERS,3-4-3,Di Gregorio,Bellanova;Valeri;Barbieri,Pulisic;Paz N.;Rabiot;Zaniolo,Martinez L.;Hojlund;David,Perin;Zerbin;Dodò;Martin;Frese;Adopo;Maldini,Martinez L.,David,79.38,0.0,0.0,79.38
31,Peaky Tunas,3-4-3,Di Gregorio,Bastoni;Di Lorenzo;Angori,Pulisic;Paz N.;Konè I.;Barella,Martinez L.;Yildiz;Leao,Perin;Meister;Terracciano F.;Piotrowski;Tiago Gabriel;Obert;Hysaj,Martinez L.,Paz N.,81.76,0.0,0.0,81.76
31,Pi-Ciaccio,3-4-3,Maignan,Bremer;Bellanova;Gutierrez,McTominay;Paz N.;Rabiot;Atta,Martinez L.;Douvikas;David,Martinez Jo.;Esposito Se.;Akinsanmiro;Colombo;Mina;Mancini;Tiago Gabriel,Martinez L.,McTominay,81.32,0.0,0.0,81.32
31,Piovra73,3-4-3,Maignan,Cambiaso;Terracciano F.;Tiago Gabriel,McTominay;Paz N.;Orsolini;Vergara,Martinez L.;Berardi;Giovane,Terracciano;Kean;Mazzitelli;Tavares N.;Diouf;Canestrelli;Veiga D.,Berardi,Martinez L.,79.3,0.0,0.0,79.3
31,Plu-Team,3-4-3,Di Gregorio,Bernasconi;Bartesaghi;Wesley,Pulisic;Paz N.;Adzic;Orsolini,Martinez L.;Bonny;Esposito F.P.,Perin;Saelemaekers;Da Cunha;Gosens;Bellanova;Zerbin;Niasse,Martinez L.,Orsolini,81.14,0.0,0.0,81.14
31,Pro secco,3-4-3,Maignan,Vojvoda;Terracciano F.;Hien,Pulisic;McTominay;Paz N.;Orsolini,Martinez L.;Hojlund;Douvikas,Terracciano;Vlasic;Zerbin;Zappa;Tiago Gabriel;Doig;Nicolussi Caviglia,Martinez L.,Hojlund,81.17,0.0,0.0,81.17
31,ProPro Proibito,3-4-3,Martinez Jo.,Rrahmani;Valeri;Luperto,McTominay;Paz N.;Zaniolo;Thuram K.,Martinez L.;David;Kilicsoy,Terracciano;Vardy;Vergara;Zalewski;Meister;Tiago Gabriel;Cristante,Martinez L.,Thuram K.,78.68,0.0,0.0,78.68
31,ROCKY 3,3-4-3,Milinkovic-Savic V.,Palestra;Wesley;Tomori,Paz N.;Rabiot;Ederson D.S.;Koopmeiners,Martinez L.;Berardi;Douvikas,Meret;Solomon;Martin;Rovella;Joao Mario;Frendrup;Norton-Cuffy,Martinez L.,Berardi,78.47,0.0,0.0,78.47
31,Real Mellandro,3-4-3,Maignan,Barbieri;Tiago Gabriel;Canestrelli,Pulisic;Paz N.;Zaniolo;Zaccagni,Malen;Martinez L.;Yildiz,Martinez Jo.;Berardi;Meister;Aebischer;Akpa Akpro;Smolcic I.;Maldini,Malen,Zaniolo,81.96,0.0,0.0,81.96
31,Riccardigno,3-4-3,Maignan,Kempf;Gosens;Valeri,Pulisic;Paz N.;Isaksen;Zaniolo,Douvikas;Bonazzoli;David,Terracciano;Kilicsoy;Politano;Brescianini;Tiago Gabriel;Doig;Tavares N.,David,Gosens,78.81,0.0,0.0,78.81
31,SAGATU,3-4-3,Martinez Jo.,Cambiaso;Gosens;Terracciano F.,Pulisic;McKennie;Baturina;Atta,Martinez L.;David;Pinamonti,Sommer;Giovane;Kean;Zerbin;Doig;Canestrelli;Bianchetti,Martinez L.,McKennie,80.06,0.0,0.0,80.06
31,SILVEDO,4-3-3,Maignan,Palestra;Terracciano F.;Idrissi R.;Djimsiti,Paz N.;Zaniolo;Orsolini,Martinez L.;Berardi;David,Terracciano;Koopmeiners;Dodò;Folorunsho;Grassi;Pisilli;Ndour,David,Zaniolo,78.69,0.0,0.0,78.69
31,SMOG,3-4-3,Milinkovic-Savic V.,Kempf;Terracciano F.;Delprato,McKennie;Paz N.;Zaniolo;Gudmundsson A.,Martinez L.;David;Kilicsoy,Perin;Kean;Odgaard;Esposito Se.;Tourè I.;Martin;Joao Mario,Martinez L.,Milinkovic-Savic V.,78.92,0.0,0.0,78.92
31,SPARROW,3-4-3,Maignan,Dimarco;Palestra;Wesley,McTominay;McKennie;Paz N.;Iannoni,Malen;Martinez L.;Esposito F.P.,Terracciano;David;Gudmundsson A.;Tourè I.;Bellanova;Valeri;Dodò,Martinez L.,Dimarco,86.15,0.0,0.0,86.15
31,SPERA EBBASTA,3-4-3,Martinez Jo.,Wesley;Bellanova;Valeri,Pulisic;Paz N.;Rabiot;Konè I.,Martinez L.;Hojlund;Kean,Sommer;Zerbin;Tiago Gabriel;Dodò;Nicolussi Caviglia;Obert;Akpa Akpro,Kean,Hojlund,79.73,0.0,0.0,79.73
31,SPOSTATI,3-4-3,De Gea,Palestra;Valle;Bellanova,Pulisic;Paz N.;Isaksen;Vergara,Martinez L.;Hojlund;Leao,Lezzerini;Mazzitelli;Tramoni M.;Meister;Kuhn;Mina;Martin,Martinez L.,Palestra,79.4,0.0,0.0,79.4
31,Sarzanello Team,3-4-3,Maignan,Scalvini;Wesley;Angori,Paz N.;Atta;Sucic P.;Ekkelenkamp,Martinez L.;Yildiz;Esposito F.P.,Terracciano;Esposito Se.;Pasalic;Casadei;Miranda J.;Barbieri;Martin,Martinez L.,Esposito F.P.,80.18,0.0,0.0,80.18
31,Scarzooka,3-4-3,Di Gregorio,Akanji;Vojvoda;Tiago Gabriel,Pulisic;Calhanoglu;Isaksen;Zalewski,Malen;Martinez L.;Douvikas,Perin;Kean;Da Cunha;Njie;Dodò;Lazaro;Joao Mario,Martinez L.,Malen,82.56,0.0,0.0,82.56
31,Sciabolata Classica,3-4-3,Svilar,Bellanova;Angori;Martin,Zielinski;McTominay;Paz N.;Vlasic,Berardi;Hojlund;David,Perin;Kean;Vergara;Tavares N.;Sala A.;Veiga D.;Hojholt,Zielinski,Zielinski,78.93,0.0,0.0,78.93
31,SerSi-FC,3-4-3,Martinez Jo.,Palestra;Cambiaso;Valle,Pulisic;McTominay;Paz N.;Rabiot,Hojlund;Douvikas;Scamacca,Sommer;Atta;Malinovskyi;Ostigard;Tomori;Stojilkovic;Martin,McTominay,Palestra,80.44,0.0,0.0,80.44
31,Sisal Palace,3-4-3,Svilar,Akanji;Cambiaso;Tomori,Pulisic;McKennie;Thuram K.;Barella,Thuram;Hojlund;Douvikas,Vasquez D. *;Scamacca;Iannoni;Zerbin;Kristensen T.;Canestrelli;Dallinga,Pulisic,Hojlund,79.97,0.0,0.0,79.97
31,Tana delle Tigri,3-4-3,Carnesecchi,Dimarco;Solet;Bellanova,Pulisic;McTominay;Paz N.;Atta,Martinez L.;Berardi;Leao,Perin;David;Angori;Zerbin;Barbieri;Tiago Gabriel;Martin,Martinez L.,Solet,84.93,0.0,0.0,84.93
31,Temptation Haaland,3-4-3,Maignan,Dimarco;Bellanova;Valeri,Pulisic;McTominay;Baturina;Paz N.,Malen;Martinez L.;David,Terracciano;Vergara;Zerbin;Barbieri;Walukiewicz;Lazaro;Sala A.,Malen,Martinez L.,86.17,0.0,0.0,86.17
31,TomMat-iga,3-4-3,Maignan,Ramon;Gosens;Bellanova,Pulisic;McTominay;Paz N.;Orsolini,Malen;Martinez L.;Thuram,Terracciano;Scamacca;Vergara;Tiago Gabriel;Martin;Folorunsho;El Shaarawy,Malen,McTominay,83.85,0.0,0.0,83.85
31,XLiverpuh,3-4-3,Svilar,Kempf;Palestra;Valle,Pulisic;Zielinski;Paz N.;Zaniolo,Martinez L.;Yildiz;Hojlund,Zelezny;Kilicsoy;Atta;Terracciano F.;Gutierrez;Dia;Prati,Hojlund,Yildiz,83.62,0.0,0.0,83.62
31,buttiglia25,3-4-3,Svilar,Dumfries;Bellanova;Idrissi R.,Pulisic;McTominay;Zaccagni;Harroui,Yildiz;Thuram;Hojlund,Vasquez D. *;Zerbin;Tiago Gabriel;Martin;Akpa Akpro;Ramadani;Juan Jesus,Hojlund,Yildiz,79.49,0.0,0.0,79.49
31,coach 71,3-4-3,Maignan,Dumfries;Terracciano F.;Miranda J.,Zielinski;Paz N.;Zaniolo;Malinovskyi,Malen;Hojlund;Nkunku,Milinkovic-Savic V.;Giovane;Kean;Tiago Gabriel;N'Dicka;Caracciolo A.;Akpa Akpro,Malen,Zielinski,79.68,0.0,0.0,79.68
31,i bro,3-4-3,Svilar,Bernasconi;Mina;Tiago Gabriel,Pulisic;McTominay;McKennie;Miretti,Thuram;Hojlund;Douvikas,Vasquez D. *;Esposito Se.;Mkhitaryan;Zerbin;Sarr A.;Dodò;Folorunsho,Thuram,Hojlund,80.05,0.0,0.0,80.05
31,i fratelli merda,3-4-3,Carnesecchi,Dumfries;Belghali;De Winter,Paz N.;Thuram K.;Barella;Loftus-Cheek,Martinez L.;Yildiz;Solomon,Terracciano;Esposito Se.;Da Cunha;Iling Junior;Bernabè;Zerbin;Idrissi R.,Martinez L.,Yildiz,80.05,0.0,0.0,80.05
31,kalashnikov,3-4-3,Pessina Mas.,Pavlovic;Dumfries;Rrahmani,Pulisic;McTominay;Adzic;Zaniolo,Douvikas;Scamacca;Solomon,Skorupski;Kean;Gudmundsson A.;Meister;Cambiaso;Mina;Messias,Scamacca,Pulisic,79.02,0.0,0.0,79.02
31,lagg,3-4-3,Maignan,Wesley;Miranda J.;Martin,McKennie;Paz N.;Da Cunha;Zaccagni,Scamacca;David;Kean,Terracciano;Malinovskyi;Heggem;Joao Mario;Nicolussi Caviglia;Sala A.;Maldini,David,Wesley,75.9,0.0,0.0,75.9
31,mezzebirre,3-4-3,Maignan,Kempf;Holm;Wesley,Pulisic;Neres;Odgaard;Zaccagni,Davis K.;Leao;Addai,Caprile;Sanabria;Beukema;Barbieri;Hermoso;Diouf;Ndour,Leao,Pulisic,77.48,0.0,0.0,77.48
31,pacho team,3-4-3,Milinkovic-Savic V.,Ramon;Baschirotto;Mina,McKennie;Baturina;Paz N.;Atta,Martinez L.;Yildiz;Hojlund,Caprile;Pellegrino M.;Zerbin;Valeri;Martin;Strefezza;Marcandalli,Paz N.,Baturina,82.06,0.0,0.0,82.06
31,puerto rosso blu,3-4-3,Pessina Mas.,Palestra;Wesley;Vojvoda,McTominay;Vergara;Saelemaekers;Gudmundsson A.,Thuram;Douvikas;Scamacca,Skorupski;Esposito Se.;Malinovskyi;Gutierrez;Folorunsho;Walukiewicz;Nicolussi Caviglia,Thuram,Gudmundsson A.,77.67,0.0,0.0,77.67
31,real donk,3-4-3,Svilar,Wesley;Vojvoda;Gatti,Pulisic;Zaniolo;Thuram K.;Pasalic,Esposito F.P.;Krstovic;Kilicsoy,Torriani;Nkunku;Pellegrino M.;Aebischer;Ostigard;Lucumì;Diouf,Esposito F.P.,Zaniolo,76.94,0.0,0.0,76.94
31,scarsenal,3-4-3,Caprile,Pavlovic;Ramon;Dodò,McTominay;McKennie;Atta;Orsolini,Malen;Martinez L.;Scamacca,Sherri;Pinamonti;Saelemaekers;Lobotka;Rodriguez Je.;Zerbin;Kristensen T.,Martinez L.,McTominay,81.1,0.0,0.0,81.1
32,A.C.TUA CUCS,3-4-3,Sommer,Kempf;Martin;Valeri,Pulisic;Paz N.;Calhanoglu;McKennie,Leao;Martinez L.;Yildiz,Perin;Zaniolo;Prati;Ilkhan;Marcandalli;Barbieri;Pavoletti,Martinez L.,Pulisic,81.54,0.0,0.0,81.54
32,AC DENTI,3-4-3,Martinez Jo.,Gosens;Norton-Cuffy;Cambiaso,Pulisic;Paz N.;McTominay;Orsolini,Martinez L.;Hojlund;Yildiz,Sommer;McKennie;Politano;Terracciano F.;Tiago Gabriel;Doig;Karlstrom,Martinez L.,McTominay,80.49,0.0,0.0,80.49
32,Antibro,3-4-3,Svilar,Dimarco;Martin;Vasquez,Pulisic;Paz N.;Vlasic;Malinovskyi,Martinez L.;Berardi;Esposito Se.,Nava;Pedro;Keita M.;Cambiaso;Dodò;Vitik;Estevez,Martinez L.,Paz N.,83.52,0.0,0.0,83.52
32,BANDITI,3-4-3,De Gea,Martin;Norton-Cuffy;Valeri,Pulisic;Rabiot;Paz N.;Calhanoglu,Martinez L.;Soulè;Douvikas,Lezzerini;Prati;Muharemovic;Pavoletti;Bondo;Joao Mario;Frese,Martinez L.,Soulè,81.74,0.0,0.0,81.74
32,BARAKALLAHOUFIK,3-4-3,Milinkovic-Savic V.,Palestra;Gosens;Norton-Cuffy,Pulisic;Paz N.;Orsolini;Rowe,Malen;Scamacca;Douvikas,Provedel;Kean;Cambiaso;Ilkhan;Strefezza;Bellanova;Nicolussi Caviglia,Malen,Pulisic,85.24,0.0,0.0,85.24
32,BOBONE32,3-4-3,De Gea,Pavlovic;Ramon;Norton-Cuffy,Paz N.;Saelemaekers;McTominay;Zielinski,Leao;Martinez L.;Douvikas,Lezzerini;Berardi;Zapata D.;Maldini;Tiago Gabriel;Gallo;Ondrejka,Martinez L.,McTominay,80.81,0.0,0.0,80.81
32,BinuSpuntu,3-4-3,Martinez Jo.,Belghali;Valeri;Terracciano F.,Paz N.;Saelemaekers;McTominay;McKennie,Martinez L.;Hojlund;Solomon,Sommer;Da Cunha;Atta;David;Van Der Brempt;Pongracic;Canestrelli,McKennie,McTominay,77.76,0.0,0.0,77.76
32,Boiali,3-4-3,Maignan,Ramon;Ghilardi;Vasquez,Paz N.;McTominay;Orsolini;Zaniolo,Malen;Martinez L.;Douvikas,Terracciano;Kean;Zaccagni;Delprato;Ordonez C.;Tiago Gabriel;Zerbin,Martinez L.,Paz N.,83.78,0.0,0.0,83.78
32,CISCO TEAM,3-4-3,Milinkovic-Savic V.,Bremer;Norton-Cuffy;Cambiaso,Pulisic;Paz N.;Mazzitelli;Pellegrini Lo.,Martinez L.;Ferguson E.;Berardi,Terracciano;Cancellieri;Prati;Valeri;Maldini;Tiago Gabriel;Doig,Martinez L.,Bremer,82.19,0.0,0.0,82.19
32,CLAN,3-4-3,Di Gregorio,Wesley;Gutierrez;Lazaro,Modric;Baturina;McTominay;Malinovskyi,Malen;Hojlund;Thuram,Perin;Solomon;Zalewski;Baldanzi;Bernardeschi;Zapata D.;Nicolussi Caviglia,Hojlund,Malen,83.46,0.0,0.0,83.46
32,Collocolo Team,3-4-3,Martinez Jo.,Rrahmani;N'Dicka;Belghali,Pulisic;Baturina;McTominay;Gudmundsson A.,Leao;Martinez L.;Pellegrino M.,Sommer;Kean;Basic;Norton-Cuffy;Valeri;Pavoletti;Doig,Martinez L.,McTominay,81.87,0.0,0.0,81.87
32,Concali Craboni FC,3-4-3,Provedel,Dimarco;Palestra;Akanji,Pulisic;Paz N.;Zambo Anguissa;Berisha M.,Douvikas;Esposito Se.;Bonazzoli,Motta;Mina;Barella;Valle;David;Baschirotto;Moreo,Paz N.,Dimarco,82.2,0.0,0.0,82.2
32,CuginiDiCampagna,3-4-3,Carnesecchi,Wesley;Ramon;Muharemovic,Pulisic;Orsolini;Zaniolo;Adopo,Martinez L.;Kean;Pinamonti,Sportiello;David;Strefezza;Nicolussi Caviglia;Tiago Gabriel;Pongracic;Joao Mario,Martinez L.,Orsolini,77.98,0.0,0.0,77.98
32,DEEDPULLY,3-4-3,Svilar,Dimarco;De Winter;Mina,Pulisic;Loftus-Cheek;Orsolini;Zalewski,Raspadori;Kilicsoy;Berardi,Vasquez D. *;Esposito Se.;Zaniolo;Iannoni;David;Ilkhan;Maldini,Orsolini,Dimarco,83.89,0.0,0.0,83.89
32,DonBosko46,3-4-3,Martinez Jo.,Mancini;Vojvoda;Cambiaso,Pulisic;Saelemaekers;McTominay;Orsolini,Martinez L.;Hojlund;De Ketelaere,Sommer;Berisha M.;Vergara;Vlahovic;Iannoni;Bellanova;Maldini,Martinez L.,Hojlund,80.67,0.0,0.0,80.67
32,Due Amici al Var,3-4-3,Di Gregorio,Wesley;Tomori;Lazaro,Paz N.;McTominay;Orsolini;Zaniolo,Malen;Martinez L.;Kean,Perin;David;Prati;Dodò;Gineitis;Maldini;Pavoletti,Malen,Martinez L.,82.68,0.0,0.0,82.68
32,EquipoA,4-3-3,Milinkovic-Savic V.,Palestra;Rrahmani;Ramon;Zappacosta,Pulisic;Paz N.;Orsolini,Malen;Martinez L.;Berardi,Martinez Jo.;Yildiz;Rodriguez Je.;Zaccagni;Dumfries;Ilkhan;Bellanova,Pulisic,Orsolini,86.11,1.0,0.0,87.11
32,Evergreen,5-4-1,De Gea,Dimarco;Palestra;Ostigard;Hermoso;Buongiorno,Zielinski;Zalewski;Gudmundsson A.;Iannoni,Ekhator,Lezzerini;David;Kossounou;Sucic P.;Politano;Ilkhan;Zapata D.,Dimarco,Dimarco,75.21,1.0,0.0,76.21
32,F.C Pennic Hellas,3-4-3,Milinkovic-Savic V.,Dimarco;Valle;Norton-Cuffy,Vlasic;Zaniolo;Ederson D.S.;Atta,Martinez L.;Hojlund;Esposito F.P.,Caprile;Giovane;Basic;Zaccagni;David;Adopo;Dodò,Martinez L.,Dimarco,77.87,0.0,0.0,77.87
32,FC Buttarighe,3-5-2,Terracciano,Kalulu;Mina;Norton-Cuffy,Pulisic;Modric;Paz N.;McTominay;Zielinski,Malen;Martinez L.,De Gea;Zalewski;Esposito F.P.;El Shaarawy;Rodriguez Je.;Dodò;Boga,Martinez L.,Malen,86.3,0.0,0.0,86.3
32,FC Galli,3-4-3,Svilar,Kalulu;Akanji;Bellanova,Pulisic;Zielinski;Malinovskyi;Pasalic,Leao;Martinez L.;Hojlund,Scuffet;Pedro;Basic;Folorunsho;Juan Jesus;Doig;Kristensen T.,Martinez L.,Zielinski,81.6,0.0,0.0,81.6
32,FC Plasmon,4-3-3,Provedel,Dimarco;Martin;Miranda J.;Cambiaso,Pulisic;Paz N.;Malinovskyi,Malen;Martinez L.;Kean,Perin;David;Dodò;Angelino;Venturino;Maldini;Ndour,Martinez L.,Malen,85.42,1.0,0.0,86.42
32,FC Spiaze,3-4-3,Di Gregorio,Dimarco;Palestra;Beukema,Pulisic;Paz N.;Ricci S.;Vergara,Martinez L.;Hojlund;De Ketelaere,Perin;Rodriguez Je.;Iannoni;Norton-Cuffy;Bernede;Pavoletti;Tiago Gabriel,Martinez L.,De Ketelaere,82.26,0.0,0.0,82.26
32,Fc Cortomuso,3-4-3,Milinkovic-Savic V.,Palestra;Pavlovic;Martin,Pulisic;Paz N.;McTominay;Orsolini,Malen;Leao;Martinez L.,Meret;Malinovskyi;Kean;Dodò;Ilkhan;Bellanova;Venturino,Martinez L.,Malen,89.1,0.0,0.0,89.1
32,Fc nipiri,5-3-2,Milinkovic-Savic V.,Di Lorenzo;Scalvini;Akanji;Gosens;Solet,Paz N.;Orsolini;Thuram K.,Berardi;Bonny,Meret;David;Gineitis;Musah;Pavoletti;Liteta;Doig,Paz N.,Orsolini,76.24,1.0,0.0,77.24
32,Giubbentus,3-5-2,Maignan,Norton-Cuffy;Obert;Tiago Gabriel,Pulisic;McKennie;Zaniolo;Folorunsho;Zaccagni,Martinez L.;Scamacca,Milinkovic-Savic V.;Vlahovic;David;Prati;Stulic;Smolcic I.;Canestrelli,Martinez L.,Scamacca,76.73,0.0,0.0,76.73
32,HeineKean,3-5-2,Svilar,Ramon;Obert;Cambiaso,Loftus-Cheek;McTominay;Gudmundsson A.;Vergara;Conceicao,Hojlund;Thuram,Vasquez D. *;Fagioli;David;Prati;Bellanova;Angori;Tiago Gabriel,Thuram,McTominay,75.92,0.0,0.0,75.92
32,Hellas merdona,3-4-3,De Gea,Mancini;Dumfries;Norton-Cuffy,Pulisic;Paz N.;Malinovskyi;Adopo,Malen;Leao;Martinez L.,Lezzerini;Kilicsoy;Lazaro;Ilkhan;Terracciano F.;Marusic;Elmas,Martinez L.,Paz N.,83.94,0.0,0.0,83.94
32,I COMPARI,3-4-3,Caprile,Martin;Solet;Dodò,Pulisic;Baturina;Paz N.;McTominay,Malen;Leao;Martinez L.,Scuffet;Soulè;Vergara;Zaragoza;Adzic;Valeri;Terracciano F.,Martinez L.,McTominay,86.24,0.0,0.0,86.24
32,I Cigni,3-4-3,Martinez Jo.,Hermoso;Valle;Norton-Cuffy,Baturina;Isaksen;Vergara;Rowe,Malen;Martinez L.;Berardi,Sommer;Folorunsho;Politano;Dodò;Valeri;Zapata D.;Ndour,Martinez L.,Malen,80.83,0.0,0.0,80.83
32,ISGOPPAISI2,3-4-3,Svilar,Kalulu;Rrahmani;Vojvoda,Paz N.;McTominay;Calhanoglu;Gudmundsson A.,Soulè;Scamacca;Bonny,Milinkovic-Savic V.;Kean;Lucumì;David;Adopo;Dodò;Maldini,Scamacca,Soulè,80.31,0.0,0.0,80.31
32,Imperatori del culo,3-4-3,Maignan,Bastoni;Ostigard;Cambiaso,Pulisic;Orsolini;Gudmundsson A.;Vergara,Malen;Martinez L.;Kean,Terracciano;David;Adopo;Vitik;Bellanova;Tiago Gabriel;Tramoni M.,Martinez L.,Orsolini,84.13,0.0,0.0,84.13
32,Ipa Bali,3-4-3,Maignan,Ostigard;Ramon;Martin,Pulisic;Paz N.;McTominay;Malinovskyi,Malen;Martinez L.;Berardi,Terracciano;Vergara;Zaragoza;Luperto;Maldini;Pavoletti;Gallo,Martinez L.,Berardi,86.72,0.0,0.0,86.72
32,KARABE 1975,3-4-3,Pessina Mas.,Pavlovic;Idrissi R.;Zappacosta,Baturina;Zielinski;Gudmundsson A.;Ederson D.S.,Scamacca;Hojlund;Esposito Se.,Skorupski;Kean;Colombo;Thorstvedt;Valeri;Gineitis;Marusic,Hojlund,Scamacca,78.08,0.0,0.0,78.08
32,Kung-Fu Pandev,3-4-3,Martinez Jo.,Wesley;Norton-Cuffy;Tiago Gabriel,Paz N.;Vlasic;McKennie;Zaragoza,Soulè;Hojlund;Kean,Sommer;Conceicao;David;Politano;Maldini;Bowie;Doig,Hojlund,Soulè,77.16,0.0,0.0,77.16
32,LE 4 M,3-4-3,Di Gregorio,Palestra;Martin;Solet,Pulisic;Paz N.;Zielinski;McKennie,Martinez L.;Hojlund;Kean,Perin;Zaniolo;Dumfries;Prati;Delprato;Ndour;Joao Mario,McKennie,Martinez L.,80.64,0.0,0.0,80.64
32,LEONE,4-3-3,Milinkovic-Savic V.,Bremer;Wesley;Pavlovic;Kempf,Paz N.;Saelemaekers;Ederson D.S.,Kilicsoy;Simeone;Berardi,Meret;Bisseck;Davis K.;Atta;Adopo;Cambiaso;Piccoli,Bremer,Pavlovic,81.1,1.0,0.0,82.1
32,Leonte FC,3-4-3,Di Gregorio,Bremer;Pavlovic;Bastoni,Pulisic;McTominay;Vergara;Basic,Leao;Martinez L.;Soulè,Perin;Cancellieri;Dodò;Djimsiti;Ndour;Stulic;Estevez,Martinez L.,Bastoni,82.72,0.0,0.0,82.72
32,Lions,3-5-2,Di Gregorio,Gosens;Cambiaso;Bellanova,Pulisic;Paz N.;Loftus-Cheek;McTominay;Pasalic,Douvikas;Thuram,Perin;Cancellieri;Prati;Provstgaard;Ndour;Tiago Gabriel;Van Der Brempt,McTominay,Gosens,78.99,0.0,0.0,78.99
32,Longobarda,3-4-3,Maignan,Akanji;Vasquez;Cambiaso,Paz N.;McTominay;Konè M.;Vergara,Soulè;Berardi;Dybala,Terracciano;Solomon;Kean;Baldanzi;Dodò;Bondo;Pezzella Giu.,Cambiaso,Maignan,78.83,0.0,0.0,78.83
32,LosPollosHermanos,3-5-2,Maignan,Dimarco;Dumfries;Lazaro,McTominay;Orsolini;Zielinski;McKennie;El Shaarawy,Malen;Raspadori,Terracciano;Pinamonti;Atta;Bernardeschi;Ekkelenkamp;Boga;Delprato,McTominay,Orsolini,84.06,0.0,0.0,84.06
32,Lunarossa,3-4-3,Martinez Jo.,Wesley;Bartesaghi;Mina,Pulisic;Baturina;Paz N.;McTominay,Martinez L.;Hojlund;Yildiz,Sommer;Lazaro;Ilkhan;Strefezza;Aboukhlal;Elmas;Tiago Gabriel,Martinez L.,Hojlund,83.11,0.0,0.0,83.11
32,MARCIO TEAM,3-4-3,Di Gregorio,Palestra;Hermoso;Gosens,Pulisic;Paz N.;McTominay;Orsolini,Malen;Martinez L.;Berardi,Perin;Solomon;El Shaarawy;Norton-Cuffy;Obert;Ilkhan;Maldini,Malen,Palestra,86.43,0.0,0.0,86.43
32,Malmö FF,3-4-3,Di Gregorio,Wesley;De Winter;Buongiorno,Modric;McTominay;Malinovskyi;Zaragoza,Martinez L.;Berardi;Bonny,Perin;Esposito Se.;El Aynaoui;Adopo;Coulibaly L.;Piccoli;Ekkelenkamp,Modric,McTominay,79.13,0.0,0.0,79.13
32,Mapoitta,3-4-3,Martinez Jo.,Vojvoda;Gosens;Zappacosta,Paz N.;McTominay;Malinovskyi;McKennie,Leao;Scamacca;Thuram,Sommer;Zaniolo;Ekhator;Moro N.;Cambiaso;Boga;Valeri,Scamacca,McTominay,79.05,0.0,0.0,79.05
32,Nastro Azzurro,3-4-3,Svilar,Gabbia;Gosens;Obert,Pulisic;Baturina;Paz N.;McTominay,Malen;Martinez L.;Kean,Gollini;McKennie;Vergara;David;Prati;Angori;Valenti,Martinez L.,McTominay,85.79,0.0,0.0,85.79
32,Non troppo cattivi,3-5-2,Svilar,Dimarco;Martin;Norton-Cuffy,Pulisic;Paz N.;McTominay;Orsolini;Prati,Malen;Martinez L.,Perin;Ndour;Muharemovic;Niasse;Bianchetti;Sarr A.;Diouf,Martinez L.,Malen,86.74,0.0,0.0,86.74
32,OnlyFans,4-3-3,Carnesecchi,Palestra;Martin;Mina;Gosens,Pulisic;McTominay;Zaniolo,Leao;Berardi;Thuram,Sportiello;Thuram K.;Adopo;Dodò;Ilkhan;Kouamè *;Terracciano F.,Pulisic,McTominay,80.88,1.0,0.0,81.88
32,PEAKY BLINDERS,3-4-3,Di Gregorio,Martin;Norton-Cuffy;Dodò,Pulisic;Rabiot;Paz N.;Zaniolo,Martinez L.;Hojlund;David,Perin;Adopo;Valeri;Sorensen O.;Bellanova;Maldini;Barbieri,Martinez L.,David,79.08,0.0,0.0,79.08
32,Peaky Tunas,3-4-3,Di Gregorio,Di Lorenzo;Bastoni;Obert,Pulisic;Paz N.;Konè I.;Barella,Leao;Martinez L.;Yildiz,Perin;Terracciano F.;Tameze;Angori;Pavoletti;Tiago Gabriel;Piotrowski,Martinez L.,Paz N.,80.54,0.0,0.0,80.54
32,Pi-Ciaccio,3-4-3,Maignan,Bremer;Mancini;Martin,Rabiot;Paz N.;McTominay;Atta,Martinez L.;Douvikas;Esposito Se.,Terracciano;Colombo;Mina;Gutierrez;David;Prati;Bellanova,Martinez L.,McTominay,81.72,0.0,0.0,81.72
32,Piovra73,3-4-3,Maignan,Cambiaso;Terracciano F.;Marcandalli,Paz N.;McTominay;Orsolini;Mazzitelli,Martinez L.;Berardi;Kean,Terracciano;Giovane;Vergara;Sorensen O.;Tiago Gabriel;Liteta;Tavares N.,Kean,Martinez L.,78.56,0.0,0.0,78.56
32,Plu-Team,3-4-3,Di Gregorio,Wesley;Bartesaghi;Martin,Pulisic;Paz N.;Saelemaekers;Orsolini,Martinez L.;Bonny;Esposito F.P.,Perin;Da Cunha;Adzic;Gosens;Bernasconi;Bellanova;Zerbin,Martinez L.,Orsolini,82.04,0.0,0.0,82.04
32,Pro secco,3-4-3,Maignan,Vojvoda;Zappa;Terracciano F.,Pulisic;Paz N.;McTominay;Orsolini,Martinez L.;Douvikas;Hojlund,Terracciano;Vlasic;Aboukhlal;Nicolussi Caviglia;Hien;Tiago Gabriel;Zerbin,Martinez L.,Hojlund,81.91,0.0,0.0,81.91
32,ProPro Proibito,3-5-2,Terracciano,Rrahmani;Luperto;Valeri,Paz N.;McTominay;Zalewski;Cristante;Zaniolo,Martinez L.;Kilicsoy,Martinez Jo.;Vergara;Vardy;David;Thuram K.;Tiago Gabriel;Joao Mario,Martinez L.,McTominay,78.17,0.0,0.0,78.17
