Team,Ruolo,Giocatore,Squadra,PrezzoAcquisto,PrezzoAttuale
Lunarossa,C,Elmas,Napoli,8.0,6.0
Lunarossa,C,Ilkhan,Torino,1.0,2.0
Lunarossa,C,McTominay,Napoli,26.0,25.0
Lunarossa,C,Paz N.,Como,21.0,30.0
Lunarossa,C,Pulisic,Milan,28.0,31.0
Lunarossa,C,Saelemaekers,Milan,12.0,19.0
Lunarossa,C,Stanciu,Genoa,8.0,1.0
Lunarossa,C,Zerbin,Cremonese,3.0,6.0
Lunarossa,A,Aboukhlal,Torino,9.0,3.0
Lunarossa,A,Benedyczak,Parma,1.0,8.0
Lunarossa,A,Kean,Fiorentina,33.0,18.0
Lunarossa,A,Leao,Milan,26.0,30.0
Lunarossa,A,Martinez L.,Inter,34.0,34.0
MARCIO TEAM,P,Di Gregorio,Juventus,16.0,16.0
MARCIO TEAM,P,Mandas,Lazio,3.0,1.0
MARCIO TEAM,P,Perin,Juventus,1.0,3.0
MARCIO TEAM,D,Cambiaso,Juventus,15.0,10.0
MARCIO TEAM,D,Dumfries,Inter,20.0,10.0
MARCIO TEAM,D,Hermoso,Roma,4.0,10.0
MARCIO TEAM,D,Norton-Cuffy,Genoa,3.0,7.0
MARCIO TEAM,D,Obert,Cagliari,4.0,5.0
MARCIO TEAM,D,Palestra,Cagliari,4.0,15.0
MARCIO TEAM,D,Palma,Udinese,1.0,2.0
MARCIO TEAM,C,El Shaarawy,Roma,8.0,8.0
MARCIO TEAM,C,Ilkhan,Torino,1.0,2.0
MARCIO TEAM,C,McTominay,Napoli,26.0,25.0
MARCIO TEAM,C,Ndour,Fiorentina,2.0,6.0
MARCIO TEAM,C,Paz N.,Como,21.0,30.0
MARCIO TEAM,C,Pulisic,Milan,28.0,31.0
MARCIO TEAM,C,Stanciu,Genoa,8.0,1.0
MARCIO TEAM,C,Zaccagni,Lazio,26.0,14.0
MARCIO TEAM,A,Berardi,Sassuolo,21.0,21.0
MARCIO TEAM,A,Esposito Se.,Cagliari,7.0,16.0
MARCIO TEAM,A,Ferguson E.,Roma,13.0,16.0
MARCIO TEAM,A,Martinez L.,Inter,34.0,34.0
MARCIO TEAM,A,Moro L.,Sassuolo,1.0,1.0
Malmö FF,P,Di Gregorio,Juventus,16.0,16.0
Malmö FF,P,Perin,Juventus,1.0,3.0
Malmö FF,P,Pinsoglio,Juventus,1.0,1.0
Malmö FF,D,Bellanova,Atalanta,13.0,6.0
Malmö FF,D,Buongiorno,Napoli,13.0,10.0
Malmö FF,D,Comuzzo,Fiorentina,8.0,7.0
Malmö FF,D,De Winter,Milan,8.0,4.0
Malmö FF,D,Gila,Lazio,9.0,8.0
Malmö FF,D,Terracciano F.,Cremonese,2.0,11.0
Malmö FF,D,Wesley,Roma,14.0,16.0
Malmö FF,C,Bernabè,Parma,11.0,16.0
Malmö FF,C,Coulibaly L.,Lecce,7.0,13.0
Malmö FF,C,Ekkelenkamp,Udinese,10.0,12.0
Malmö FF,C,El Aynaoui,Roma,9.0,5.0
Malmö FF,C,McTominay,Napoli,26.0,25.0
Malmö FF,C,Modric,Milan,12.0,19.0
Malmö FF,C,Pierret,Lecce,6.0,1.0
Malmö FF,C,Sucic P.,Inter,14.0,11.0
Malmö FF,A,Berardi,Sassuolo,21.0,21.0
Malmö FF,A,Bonny,Inter,5.0,14.0
Malmö FF,A,Ekuban,Genoa,8.0,9.0
Malmö FF,A,Esposito Se.,Cagliari,7.0,16.0
Malmö FF,A,Martinez L.,Inter,34.0,34.0
Mapoitta,P,Milinkovic-Savic V.,Napoli,4.0,19.0
Mapoitta,P,Ravaglia F.,Bologna,3.0,12.0
Mapoitta,P,Semper,Pisa,3.0,9.0
Mapoitta,D,Bellanova,Atalanta,13.0,6.0
Mapoitta,D,Cambiaso,Juventus,15.0,10.0
Mapoitta,D,Gosens,Fiorentina,18.0,10.0
Mapoitta,D,Tiago Gabriel,Lecce,1.0,9.0
Mapoitta,D,Valeri,Parma,10.0,10.0
Mapoitta,D,Vojvoda,Como,6.0,12.0
Mapoitta,D,Zappacosta,Atalanta,9.0,8.0
Mapoitta,C,Akpa Akpro,Verona,1.0,2.0
Mapoitta,C,Malinovskyi,Genoa,7.0,12.0
Mapoitta,C,Marchwinski,Lecce,1.0,1.0
Mapoitta,C,McTominay,Napoli,26.0,25.0
Mapoitta,C,Moro N.,Bologna,3.0,8.0
Mapoitta,C,Paz N.,Como,21.0,30.0
Mapoitta,C,Politano,Napoli,15.0,11.0
Mapoitta,C,Saelemaekers,Milan,18.0,19.0
Mapoitta,A,Benedyczak,Parma,1.0,8.0
Mapoitta,A,Ekhator,Genoa,1.0,10.0
Mapoitta,A,Leao,Milan,26.0,30.0
Mapoitta,A,Thuram,Inter,31.0,29.0
Mapoitta,A,Vlahovic,Juventus,21.0,15.0
Nastro Azzurro,P,Gollini,Roma,1.0,1.0
Nastro Azzurro,P,Svilar,Roma,15.0,19.0
Nastro Azzurro,P,Vasquez D.,Roma,1.0,1.0
Nastro Azzurro,D,Angori,Pisa,5.0,9.0
Nastro Azzurro,D,Gabbia,Milan,7.0,8.0
Nastro Azzurro,D,Gosens,Fiorentina,18.0,10.0
Nastro Azzurro,D,Obert,Cagliari,4.0,5.0
Nastro Azzurro,D,Pezzella Giu.,Cremonese,5.0,4.0
Nastro Azzurro,D,Valenti,Parma,4.0,7.0
Nastro Azzurro,D,Veiga D.,Lecce,2.0,5.0
Nastro Azzurro,C,Asllani,Torino,4.0,3.0
Nastro Azzurro,C,McTominay,Napoli,26.0,25.0
Nastro Azzurro,C,Orsolini,Bologna,31.0,24.0
Nastro Azzurro,C,Paz N.,Como,21.0,30.0
Nastro Azzurro,C,Prati,Cagliari,4.0,6.0
Nastro Azzurro,C,Pulisic,Milan,28.0,31.0
Nastro Azzurro,C,Saelemaekers,Milan,12.0,19.0
Nastro Azzurro,C,Zerbin,Cremonese,3.0,6.0
Nastro Azzurro,A,Buffon L.,Pisa,1.0,1.0
Nastro Azzurro,A,Cancellieri,Lazio,10.0,14.0
Nastro Azzurro,A,Castellanos,Lazio,22.0,18.0
Nastro Azzurro,A,Kean,Fiorentina,33.0,18.0
Nastro Azzurro,A,Vardy,Cremonese,19.0,20.0
Non troppo cattivi,P,Perin,Juventus,1.0,3.0
Non troppo cattivi,P,Svilar,Roma,15.0,19.0
Non troppo cattivi,P,Vasquez D.,Roma,1.0,1.0
Non troppo cattivi,D,Angelino,Roma,15.0,7.0
Non troppo cattivi,D,Angori,Pisa,5.0,9.0
Non troppo cattivi,D,Bianchetti,Cremonese,3.0,6.0
Non troppo cattivi,D,Dimarco,Inter,27.0,29.0
Non troppo cattivi,D,Martin,Genoa,10.0,14.0
Non troppo cattivi,D,Tiago Gabriel,Lecce,1.0,9.0
Non troppo cattivi,D,Zemura,Udinese,4.0,2.0
Non troppo cattivi,C,Kaba,Lecce,1.0,3.0
Non troppo cattivi,C,McTominay,Napoli,26.0,25.0
Non troppo cattivi,C,Ndour,Fiorentina,2.0,6.0
Non troppo cattivi,C,Niasse,Verona,3.0,4.0
Non troppo cattivi,C,Orsolini,Bologna,31.0,24.0
Non troppo cattivi,C,Paz N.,Como,21.0,30.0
Non troppo cattivi,C,Prati,Cagliari,4.0,6.0
Non troppo cattivi,C,Pulisic,Milan,28.0,31.0
Non troppo cattivi,A,Almqvist,Parma,4.0,3.0
Non troppo cattivi,A,Moro L.,Sassuolo,1.0,1.0
Non troppo cattivi,A,Pinamonti,Sassuolo,16.0,14.0
Non troppo cattivi,A,Sarr A.,Verona,5.0,5.0
Non troppo cattivi,A,Thuram,Inter,31.0,29.0
OnlyFans,P,Carnesecchi,Atalanta,14.0,17.0
OnlyFans,P,Rossi F.,Atalanta,1.0,1.0
OnlyFans,P,Sportiello,Atalanta,1.0,1.0
OnlyFans,D,Di Lorenzo,Napoli,14.0,12.0
OnlyFans,D,Dodò,Fiorentina,11.0,6.0
OnlyFans,D,Ebosse,Verona,4.0,2.0
OnlyFans,D,Gosens,Fiorentina,18.0,10.0
OnlyFans,D,Martin,Genoa,10.0,14.0
OnlyFans,D,Mina,Cagliari,7.0,8.0
OnlyFans,D,Terracciano F.,Cremonese,2.0,11.0
OnlyFans,C,Adopo,Cagliari,5.0,6.0
OnlyFans,C,Ilkhan,Torino,1.0,2.0
OnlyFans,C,Kaba,Lecce,1.0,3.0
OnlyFans,C,McTominay,Napoli,26.0,25.0
OnlyFans,C,Pulisic,Milan,28.0,31.0
OnlyFans,C,Thuram K.,Juventus,15.0,13.0
OnlyFans,C,Tourè I.,Pisa,6.0,10.0
OnlyFans,C,Zaniolo,Udinese,15.0,20.0
OnlyFans,A,Ambrosino,Napoli,1.0,2.0
OnlyFans,A,Berardi,Sassuolo,21.0,21.0
OnlyFans,A,Esposito Se.,Cagliari,7.0,16.0
OnlyFans,A,Leao,Milan,26.0,30.0
OnlyFans,A,Thuram,Inter,31.0,29.0
PEAKY BLINDERS,P,Di Gregorio,Juventus,16.0,16.0
PEAKY BLINDERS,P,Perin,Juventus,1.0,3.0
PEAKY BLINDERS,P,Radunovic,Cagliari,1.0,1.0
PEAKY BLINDERS,D,Barbieri,Cremonese,3.0,9.0
PEAKY BLINDERS,D,Bellanova,Atalanta,13.0,6.0
PEAKY BLINDERS,D,Dodò,Fiorentina,11.0,6.0
PEAKY BLINDERS,D,Frese,Verona,3.0,6.0
PEAKY BLINDERS,D,Martin,Genoa,10.0,14.0
PEAKY BLINDERS,D,Norton-Cuffy,Genoa,3.0,7.0
PEAKY BLINDERS,D,Valeri,Parma,10.0,10.0
PEAKY BLINDERS,C,Adopo,Cagliari,5.0,6.0
PEAKY BLINDERS,C,Calhanoglu,Inter,30.0,28.0
PEAKY BLINDERS,C,Kaba,Lecce,1.0,3.0
PEAKY BLINDERS,C,Orsolini,Bologna,31.0,24.0
PEAKY BLINDERS,C,Paz N.,Como,21.0,30.0
PEAKY BLINDERS,C,Pulisic,Milan,28.0,31.0
PEAKY BLINDERS,C,Sorensen O.,Parma,5.0,7.0
PEAKY BLINDERS,C,Zerbin,Cremonese,3.0,6.0
PEAKY BLINDERS,A,Buffon L.,Pisa,1.0,1.0
PEAKY BLINDERS,A,Giovane,Verona,1.0,17.0
PEAKY BLINDERS,A,Leao,Milan,26.0,30.0
PEAKY BLINDERS,A,Moro L.,Sassuolo,1.0,1.0
PEAKY BLINDERS,A,Thuram,Inter,31.0,29.0
Peaky Tunas,P,di gregorio,Juventus,16.0,16.0
Peaky Tunas,P,perin,Juventus,1.0,3.0
Peaky Tunas,P,pinsoglio,Juventus,1.0,1.0
Peaky Tunas,D,angori,Pisa,5.0,9.0
Peaky Tunas,D,bastoni,Inter,16.0,17.0
Peaky Tunas,D,di lorenzo,Napoli,14.0,12.0
Peaky Tunas,D,hysaj,Lazio,1.0,1.0
Peaky Tunas,D,obert,Cagliari,4.0,5.0
Peaky Tunas,D,terracciano f.,Cremonese,5.0,11.0
Peaky Tunas,D,tiago gabriel,Lecce,2.0,9.0
Peaky Tunas,C,barella,Inter,14.0,17.0
Peaky Tunas,C,konè i.,Sassuolo,6.0,16.0
Peaky Tunas,C,lovric,Udinese,9.0,3.0
Peaky Tunas,C,piotrowski,Udinese,6.0,8.0
Peaky Tunas,C,pulisic,Milan,28.0,31.0
Peaky Tunas,C,zaccagni,Lazio,24.0,14.0
Peaky Tunas,C,zambo anguissa,Napoli,16.0,19.0
Peaky Tunas,C,zarraga,Udinese,2.0,2.0
Peaky Tunas,A,ekhator,Genoa,1.0,10.0
Peaky Tunas,A,leao,Milan,19.0,30.0
Peaky Tunas,A,martinez l.,Inter,34.0,34.0
Peaky Tunas,A,meister,Pisa,2.0,8.0
Peaky Tunas,A,simeone,Torino,18.0,19.0
Pi-Ciaccio,P,Maignan,Milan,16.0,20.0
Pi-Ciaccio,P,Martinez Jo.,Inter,2.0,1.0
Pi-Ciaccio,P,Terracciano,Milan,1.0,1.0
Pi-Ciaccio,D,Bremer,Juventus,13.0,13.0
Pi-Ciaccio,D,Di Lorenzo,Napoli,14.0,12.0
Pi-Ciaccio,D,Kempf,Como,5.0,14.0
Pi-Ciaccio,D,Mancini,Roma,11.0,10.0
Pi-Ciaccio,D,Martin,Genoa,10.0,14.0
Pi-Ciaccio,D,Mina,Cagliari,7.0,8.0
Pi-Ciaccio,D,Tiago Gabriel,Lecce,1.0,9.0
Pi-Ciaccio,C,Akinsanmiro,Pisa,3.0,7.0
Pi-Ciaccio,C,Atta,Udinese,8.0,16.0
Pi-Ciaccio,C,Bondo,Cremonese,3.0,7.0
Pi-Ciaccio,C,Orsolini,Bologna,31.0,24.0
Pi-Ciaccio,C,Paz N.,Como,21.0,30.0
Pi-Ciaccio,C,Prati,Cagliari,4.0,6.0
Pi-Ciaccio,C,Pulisic,Milan,28.0,31.0
Pi-Ciaccio,C,Vazquez,Cremonese,10.0,14.0
Pi-Ciaccio,A,Benedyczak,Parma,1.0,8.0
Pi-Ciaccio,A,Colombo,Genoa,6.0,14.0
Pi-Ciaccio,A,Esposito Se.,Cagliari,7.0,16.0
Pi-Ciaccio,A,Giovane,Verona,1.0,17.0
Pi-Ciaccio,A,Thuram,Inter,31.0,29.0
Piovra73,P,maignan,Milan,16.0,20.0
Piovra73,P,sportiello,Atalanta,1.0,1.0
Piovra73,P,terracciano,Milan,1.0,1.0
Piovra73,D,cambiaso,Juventus,15.0,10.0
Piovra73,D,canestrelli,Pisa,3.0,5.0
Piovra73,D,marcandalli,Genoa,2.0,6.0
Piovra73,D,tavares n.,Lazio,12.0,6.0
Piovra73,D,terracciano f.,Cremonese,5.0,11.0
Piovra73,D,tiago gabriel,Lecce,1.0,9.0
Piovra73,D,veiga d.,Lecce,2.0,5.0
Piovra73,C,asllani,Torino,4.0,3.0
Piovra73,C,kaba,Lecce,1.0,3.0
Piovra73,C,modric,Milan,12.0,19.0
Piovra73,C,paz n.,Como,20.0,30.0
Piovra73,C,sorensen o.,Parma,5.0,7.0
Piovra73,C,tramoni m.,Pisa,12.0,9.0
Piovra73,C,vandeputte,Cremonese,12.0,13.0
Piovra73,C,zaccagni,Lazio,26.0,14.0
Piovra73,A,berardi,Sassuolo,24.0,21.0
Piovra73,A,ekuban,Genoa,2.0,9.0
Piovra73,A,giovane,Verona,1.0,17.0
Piovra73,A,kean,Fiorentina,31.0,18.0
Piovra73,A,martinez l.,Inter,27.0,34.0
Plu-Team,P,corvi,Parma,1.0,12.0
Plu-Team,P,di gregorio,Juventus,14.0,16.0
Plu-Team,P,perin,Juventus,1.0,3.0
Plu-Team,D,bellanova,Atalanta,13.0,6.0
Plu-Team,D,dumfries,Inter,20.0,10.0
Plu-Team,D,frese,Verona,3.0,6.0
Plu-Team,D,gosens,Fiorentina,18.0,10.0
Plu-Team,D,martin,Genoa,10.0,14.0
Plu-Team,D,paz y.,Sassuolo,1.0,1.0
Plu-Team,D,wesley,Roma,15.0,16.0
Plu-Team,C,adzic,Juventus,1.0,3.0
Plu-Team,C,niasse,Verona,3.0,4.0
Plu-Team,C,orsolini,Bologna,30.0,24.0
Plu-Team,C,paz n.,Como,21.0,30.0
Plu-Team,C,pulisic,Milan,28.0,31.0
Plu-Team,C,saelemaekers,Milan,12.0,19.0
Plu-Team,C,tourè i.,Pisa,6.0,10.0
Plu-Team,C,zerbin,Cremonese,3.0,6.0
Plu-Team,A,bonny,Inter,5.0,14.0
Plu-Team,A,giovane,Verona,1.0,17.0
Plu-Team,A,martinez l.,Inter,27.0,34.0
Plu-Team,A,moro l.,Sassuolo,1.0,1.0
Plu-Team,A,pinamonti,Sassuolo,16.0,14.0
Pro secco,P,maignan,Milan,16.0,20.0
Pro secco,P,sportiello,Atalanta,1.0,1.0
Pro secco,P,terracciano,Milan,1.0,1.0
Pro secco,D,ehizibue,Udinese,5.0,3.0
Pro secco,D,gaspar k.,Lecce,8.0,4.0
Pro secco,D,ranieri l.,Fiorentina,7.0,7.0
Pro secco,D,terracciano f.,Cremonese,2.0,11.0
Pro secco,D,tiago gabriel,Lecce,1.0,9.0
Pro secco,D,vojvoda,Como,6.0,12.0
Pro secco,D,zappa,Cagliari,6.0,7.0
Pro secco,C,kaba,Lecce,2.0,3.0
Pro secco,C,leris,Pisa,2.0,12.0
Pro secco,C,mctominay,Napoli,24.0,25.0
Pro secco,C,orsolini,Bologna,30.0,24.0
Pro secco,C,paz n.,Como,21.0,30.0
Pro secco,C,pulisic,Milan,28.0,31.0
Pro secco,C,vlasic,Torino,9.0,18.0
Pro secco,C,zerbin,Cremonese,3.0,6.0
Pro secco,A,giovane,Verona,3.0,17.0
Pro secco,A,lookman,Atalanta,24.0,14.0
Pro secco,A,martinez l.,Inter,34.0,34.0
Pro secco,A,moro l.,Sassuolo,1.0,1.0
Pro secco,A,vlahovic,Juventus,21.0,15.0
ProPro Proibito,P,di gennaro,Inter,1.0,1.0
ProPro Proibito,P,martinez jo.,Inter,2.0,1.0
ProPro Proibito,P,sommer,Inter,16.0,14.0
ProPro Proibito,D,bradaric,Verona,4.0,6.0
ProPro Proibito,D,joao mario,Juventus,8.0,2.0
ProPro Proibito,D,luperto,Cagliari,7.0,9.0
ProPro Proibito,D,pezzella giu.,Cremonese,5.0,4.0
ProPro Proibito,D,rrahmani,Napoli,11.0,13.0
ProPro Proibito,D,tiago gabriel,Lecce,1.0,9.0
ProPro Proibito,D,valeri,Parma,10.0,10.0
ProPro Proibito,C,cristante,Roma,9.0,12.0
ProPro Proibito,C,folorunsho,Cagliari,9.0,8.0
ProPro Proibito,C,hojholt,Pisa,1.0,2.0
ProPro Proibito,C,mctominay,Napoli,26.0,25.0
ProPro Proibito,C,paz n.,Como,20.0,30.0
ProPro Proibito,C,thuram k.,Juventus,16.0,13.0
ProPro Proibito,C,zalewski,Atalanta,7.0,15.0
ProPro Proibito,C,zaniolo,Udinese,15.0,20.0
ProPro Proibito,A,bonazzoli,Cremonese,1.0,20.0
ProPro Proibito,A,davis k.,Udinese,13.0,24.0
ProPro Proibito,A,leao,Milan,26.0,30.0
ProPro Proibito,A,meister,Pisa,3.0,8.0
ProPro Proibito,A,vardy,Cremonese,19.0,20.0
ROCKY 3,P,contini,Napoli,1.0,1.0
ROCKY 3,P,meret,Napoli,16.0,8.0
ROCKY 3,P,milinkovic-savic v.,Napoli,4.0,19.0
ROCKY 3,D,coppola f.,Pisa,1.0,2.0
ROCKY 3,D,joao mario,Juventus,8.0,2.0
ROCKY 3,D,kristensen t.,Udinese,5.0,7.0
ROCKY 3,D,martin,Genoa,10.0,14.0
ROCKY 3,D,norton-cuffy,Genoa,6.0,7.0
ROCKY 3,D,tomori,Milan,8.0,7.0
ROCKY 3,D,wesley,Roma,14.0,16.0
ROCKY 3,C,basic,Lazio,1.0,14.0
ROCKY 3,C,calhanoglu,Inter,30.0,28.0
ROCKY 3,C,ederson d.s.,Atalanta,9.0,10.0
ROCKY 3,C,ilkhan,Torino,1.0,2.0
ROCKY 3,C,koopmeiners,Juventus,5.0,5.0
ROCKY 3,C,marchwinski,Lecce,1.0,1.0
ROCKY 3,C,paz n.,Como,20.0,30.0
ROCKY 3,C,rovella,Lazio,8.0,4.0
ROCKY 3,A,benedyczak,Parma,1.0,8.0
ROCKY 3,A,berardi,Sassuolo,21.0,21.0
ROCKY 3,A,leao,Milan,26.0,30.0
ROCKY 3,A,pavoletti,Cagliari,1.0,1.0
ROCKY 3,A,thuram,Inter,31.0,29.0
Real Mellandro,P,maignan,Milan,16.0,20.0
Real Mellandro,P,milinkovic-savic v.,Napoli,4.0,19.0
Real Mellandro,P,terracciano,Milan,1.0,1.0
Real Mellandro,D,barbieri,Cremonese,3.0,9.0
Real Mellandro,D,biraghi,Torino,8.0,3.0
Real Mellandro,D,canestrelli,Pisa,3.0,5.0
Real Mellandro,D,marcandalli,Genoa,2.0,6.0
Real Mellandro,D,norton-cuffy,Genoa,3.0,7.0
Real Mellandro,D,smolcic i.,Como,3.0,3.0
Real Mellandro,D,tiago gabriel,Lecce,1.0,9.0
Real Mellandro,C,aebischer,Pisa,4.0,5.0
Real Mellandro,C,akpa akpro,Verona,3.0,2.0
Real Mellandro,C,asllani,Torino,4.0,3.0
Real Mellandro,C,barella,Inter,14.0,17.0
Real Mellandro,C,kaba,Lecce,2.0,3.0
Real Mellandro,C,paz n.,Como,21.0,30.0
Real Mellandro,C,pulisic,Milan,28.0,31.0
Real Mellandro,C,zaccagni,Lazio,26.0,14.0
Real Mellandro,A,berardi,Sassuolo,21.0,21.0
Real Mellandro,A,diao,Como,17.0,4.0
Real Mellandro,A,martinez l.,Inter,34.0,34.0
Real Mellandro,A,meister,Pisa,2.0,8.0
Real Mellandro,A,thuram,Inter,28.0,29.0
Riccardigno,P,maignan,Milan,16.0,20.0
Riccardigno,P,okoye,Udinese,5.0,10.0
Riccardigno,P,terracciano,Milan,1.0,1.0
Riccardigno,D,angelino,Roma,15.0,7.0
Riccardigno,D,canestrelli,Pisa,3.0,5.0
Riccardigno,D,doig,Sassuolo,6.0,6.0
Riccardigno,D,kempf,Como,5.0,14.0
Riccardigno,D,tavares n.,Lazio,12.0,6.0
Riccardigno,D,tiago gabriel,Lecce,1.0,9.0
Riccardigno,D,valeri,Parma,10.0,10.0
Riccardigno,C,akpa akpro,Verona,1.0,2.0
Riccardigno,C,isaksen,Lazio,13.0,14.0
Riccardigno,C,paz n.,Como,20.0,30.0
Riccardigno,C,politano,Napoli,15.0,11.0
Riccardigno,C,pulisic,Milan,28.0,31.0
Riccardigno,C,sucic p.,Inter,14.0,11.0
Riccardigno,C,zaniolo,Udinese,15.0,20.0
Riccardigno,C,zerbin,Cremonese,3.0,6.0
Riccardigno,A,aboukhlal,Torino,9.0,3.0
Riccardigno,A,berardi,Sassuolo,21.0,21.0
Riccardigno,A,bonazzoli,Cremonese,1.0,20.0
Riccardigno,A,david,Juventus,16.0,13.0
Riccardigno,A,kean,Fiorentina,31.0,18.0
SAGATU,P,martinez jo.,Inter,2.0,1.0
SAGATU,P,okoye,Udinese,5.0,10.0
SAGATU,P,sommer,Inter,16.0,14.0
SAGATU,D,bianchetti,Cremonese,3.0,6.0
SAGATU,D,cambiaso,Juventus,11.0,10.0
SAGATU,D,canestrelli,Pisa,3.0,5.0
SAGATU,D,doig,Sassuolo,6.0,6.0
SAGATU,D,gosens,Fiorentina,18.0,10.0
SAGATU,D,nelsson,Verona,4.0,4.0
SAGATU,D,terracciano f.,Cremonese,2.0,11.0
SAGATU,C,atta,Udinese,6.0,16.0
SAGATU,C,hojholt,Pisa,1.0,2.0
SAGATU,C,lovric,Udinese,9.0,3.0
SAGATU,C,politano,Napoli,15.0,11.0
SAGATU,C,prati,Cagliari,3.0,6.0
SAGATU,C,pulisic,Milan,28.0,31.0
SAGATU,C,saelemaekers,Milan,18.0,19.0
SAGATU,C,zerbin,Cremonese,3.0,6.0
SAGATU,A,giovane,Verona,3.0,17.0
SAGATU,A,leao,Milan,23.0,30.0
SAGATU,A,pinamonti,Sassuolo,15.0,14.0
SAGATU,A,thuram,Inter,28.0,29.0
SAGATU,A,vlahovic,Juventus,21.0,15.0
SILVEDO,P,maignan,Milan,16.0,20.0
SILVEDO,P,silvestri,Cremonese,1.0,1.0
SILVEDO,P,terracciano,Milan,1.0,1.0
SILVEDO,D,biraghi,Torino,8.0,3.0
SILVEDO,D,dodò,Fiorentina,11.0,6.0
SILVEDO,D,holm,Bologna,8.0,13.0
SILVEDO,D,idrissi r.,Cagliari,3.0,8.0
SILVEDO,D,ranieri l.,Fiorentina,7.0,7.0
SILVEDO,D,terracciano f.,Cremonese,2.0,11.0
SILVEDO,D,vasquez,Genoa,9.0,10.0
SILVEDO,C,folorunsho,Cagliari,9.0,8.0
SILVEDO,C,grassi,Cremonese,4.0,5.0
SILVEDO,C,koopmeiners,Juventus,14.0,5.0
SILVEDO,C,ndour,Fiorentina,2.0,6.0
SILVEDO,C,odgaard,Bologna,19.0,18.0
SILVEDO,C,paz n.,Como,20.0,30.0
SILVEDO,C,pisilli,Roma,7.0,6.0
SILVEDO,C,zaniolo,Udinese,15.0,20.0
SILVEDO,A,berardi,Sassuolo,21.0,21.0
SILVEDO,A,davis k.,Udinese,13.0,24.0
SILVEDO,A,lukaku,Napoli,19.0,15.0
SILVEDO,A,martinez l.,Inter,27.0,34.0
SILVEDO,A,pavoletti,Cagliari,1.0,1.0
SMOG,P,meret,Napoli,16.0,8.0
SMOG,P,milinkovic-savic v.,Napoli,4.0,19.0
SMOG,P,perin,Juventus,1.0,3.0
SMOG,D,cambiaso,Juventus,15.0,10.0
SMOG,D,canestrelli,Pisa,3.0,5.0
SMOG,D,delprato,Parma,8.0,9.0
SMOG,D,ehizibue,Udinese,4.0,3.0
SMOG,D,kempf,Como,5.0,14.0
SMOG,D,martin,Genoa,10.0,14.0
SMOG,D,terracciano f.,Cremonese,2.0,11.0
SMOG,C,gudmundsson a.,Fiorentina,24.0,17.0
SMOG,C,marchwinski,Lecce,1.0,1.0
SMOG,C,modric,Milan,12.0,19.0
SMOG,C,odgaard,Bologna,16.0,18.0
SMOG,C,paz n.,Como,20.0,30.0
SMOG,C,politano,Napoli,16.0,11.0
SMOG,C,tourè i.,Pisa,6.0,10.0
SMOG,C,zaniolo,Udinese,15.0,20.0
SMOG,A,esposito se.,Cagliari,7.0,16.0
SMOG,A,giovane,Verona,3.0,17.0
SMOG,A,kean,Fiorentina,31.0,18.0
SMOG,A,kilicsoy,Cagliari,3.0,12.0
SMOG,A,vlahovic,Juventus,21.0,15.0
SPARROW,P,gollini,Roma,1.0,1.0
SPARROW,P,maignan,Milan,16.0,20.0
SPARROW,P,terracciano,Milan,1.0,1.0
SPARROW,D,barbieri,Cremonese,3.0,9.0
SPARROW,D,bellanova,Atalanta,13.0,6.0
SPARROW,D,dodò,Fiorentina,11.0,6.0
SPARROW,D,martin,Genoa,10.0,14.0
SPARROW,D,tiago gabriel,Lecce,1.0,9.0
SPARROW,D,valeri,Parma,9.0,10.0
SPARROW,D,wesley,Roma,15.0,16.0
SPARROW,C,gudmundsson a.,Fiorentina,17.0,17.0
SPARROW,C,iannoni,Sassuolo,1.0,5.0
SPARROW,C,ilkhan,Torino,1.0,2.0
SPARROW,C,kaba,Lecce,1.0,3.0
SPARROW,C,mctominay,Napoli,24.0,25.0
SPARROW,C,paz n.,Como,20.0,30.0
SPARROW,C,pulisic,Milan,28.0,31.0
SPARROW,C,tourè i.,Pisa,7.0,10.0
SPARROW,A,bonazzoli,Cremonese,1.0,20.0
SPARROW,A,esposito f.p.,Inter,7.0,18.0
SPARROW,A,gueye,Udinese,1.0,2.0
SPARROW,A,Martinez L.,Inter,27.0,34.0
SPARROW,A,Soulè,Roma,20.0,26.0
SPERA EBBASTA,P,padelli,Udinese,1.0,4.0
SPERA EBBASTA,P,ravaglia f.,Bologna,3.0,12.0
SPERA EBBASTA,P,sommer,Inter,10.0,14.0
SPERA EBBASTA,D,bellanova,Atalanta,13.0,6.0
SPERA EBBASTA,D,dodò,Fiorentina,11.0,6.0
SPERA EBBASTA,D,Lovik,Parma,3.0,2.0
SPERA EBBASTA,D,tiago gabriel,Lecce,1.0,9.0
SPERA EBBASTA,D,unai nunez,Verona,5.0,4.0
SPERA EBBASTA,D,valeri,Parma,10.0,10.0
SPERA EBBASTA,D,wesley,Roma,14.0,16.0
SPERA EBBASTA,C,akpa akpro,Verona,1.0,2.0
SPERA EBBASTA,C,gronbaek,Genoa,12.0,2.0
SPERA EBBASTA,C,ilkhan,Torino,1.0,2.0
SPERA EBBASTA,C,konè i.,Sassuolo,6.0,16.0
SPERA EBBASTA,C,paz n.,Como,21.0,30.0
SPERA EBBASTA,C,pulisic,Milan,28.0,31.0
SPERA EBBASTA,C,zaccagni,Lazio,26.0,14.0
